birth,car,city,class,class_10_after,class_10_before,class_14,county,daughter,depression,edu,edu_other,edu_status,edu_yr,equity,f_birth,f_edu,f_political,f_work_14,family_income,family_m,family_status,floor_area,gender,happiness,health,health_problem,height_cm,house,hukou,hukou_loc,id,inc_ability,inc_exp,income,invest_other,join_party,learn,m_birth,m_edu,m_political,m_work_14,marital,marital_1st,marital_now,minor_child,nationality,neighbor_familiarity,political,property_other,province,relax,religion,religion_freq,s_birth,s_edu,s_hukou,s_income,s_political,s_work_exper,s_work_status,s_work_type,socia_outing,social_friend,social_neighbor,socialize,son,status_3_before,status_peer,survey_time,survey_type,view,weight_jin,work_exper,work_manage,work_status,work_type,work_yr,public_service,trust,invest,insur,leisure,media,property
1996,1,3,5,9,5,5,10,0,5,6,,4.0,2012.0,4,1969,3,1,10,1000000.0,3,4,300.0,1,4.0,5,5,180,30,6,1.0,61,2,-2.0,5000,,2015.0,2,1969,4,1,10,1,,,,4,5,4,,2,2,0,2,,,,,,,,,-8,6.0,6.0,2,0,2,2,2015/7/26 16:33,2,4,120,1,3.0,3.0,1.0,3.0,900.0,44,1,7,46,13,1
1954,2,64,5,6,3,3,102,1,4,3,,4.0,-2.0,3,1939,1,1,2,100000.0,4,3,234.0,2,4.0,2,3,156,1,1,1.0,62,2,70000.0,0,,,1,1943,1,1,2,7,1980.0,,0.0,1,4,1,,21,3,0,9,,,,,,,,,2,2.0,2.0,2,1,1,2,2015/7/21 9:48,2,4,130,4,,,,,700.0,13,1,7,47,10,1
1960,1,36,5,-8,7,5,67,1,5,8,,4.0,1981.0,2,1933,7,4,1,10000.0,3,2,100.0,1,3.0,4,5,176,1,5,1.0,63,2,50000.0,5000,,,2,1932,3,1,5,3,1986.0,1962.0,1.0,1,3,1,,13,3,1,1,1986.0,8.0,5.0,7000.0,1.0,5.0,,,1,6.0,6.0,2,0,2,2,2015/9/2 18:39,1,5,154,1,3.0,3.0,1.0,1.0,550.0,45,1,5,41,17,1
1945,2,7,4,4,4,2,16,1,2,6,,4.0,1966.0,4,1925,12,1,12,90000.0,2,3,115.0,2,4.0,2,5,162,2,2,3.0,64,2,50000.0,38000,,,4,1922,4,1,12,3,1966.0,1966.0,0.0,4,4,1,,4,4,0,4,1938.0,12.0,2.0,50000.0,4.0,5.0,,,6,6.0,6.0,3,2,2,2,2015/10/18 15:21,1,3,122,5,,,,,720.0,26,1,6,41,21,1
1944,2,13,4,6,5,4,29,2,3,1,,,,3,-2,1,1,2,20000.0,2,3,180.0,1,3.0,3,3,168,1,1,1.0,65,2,50000.0,20000,,,1,-2,1,1,2,3,1969.0,1969.0,0.0,1,5,1,,6,3,1,1,1952.0,1.0,1.0,-3.0,1.0,3.0,,,2,4.0,3.0,2,0,2,3,2015/8/6 14:23,2,3,118,3,,,,,730.0,-20,1,7,39,8,2
1922,2,1,4,4,4,4,4,0,3,4,,4.0,1938.0,4,-2,3,1,-8,150000.0,4,2,79.0,2,4.0,1,1,150,1,2,1.0,66,3,50000.0,39600,,,1,-2,3,1,-8,7,-2.0,,0.0,4,5,1,,1,3,0,2,,,,,,,,,1,,,1,3,2,3,2015/8/21 14:46,1,3,85,5,,,,,665.0,45,1,6,54,8,1
1943,2,87,10,10,1,1,132,3,1,3,,4.0,1948.0,5,-2,4,1,16,21320.0,2,3,80.0,2,1.0,1,5,165,1,1,1.0,67,2,20000.0,10660,,,1,-2,-8,1,15,3,1959.0,1959.0,0.0,1,1,1,,31,4,1,1,1938.0,4.0,1.0,10660.0,1.0,3.0,,,1,6.0,1.0,4,2,2,2,2015/8/13 18:31,2,5,100,3,,,,,900.0,31,1,1,51,10,2
1983,2,32,4,7,1,2,57,0,4,6,,4.0,2000.0,4,-2,4,1,5,0.0,4,3,110.0,1,4.0,3,4,178,1,5,3.0,68,2,1000000.0,0,,,3,1954,1,1,15,3,2007.0,2007.0,1.0,1,3,1,,12,3,1,1,1984.0,4.0,4.0,0.0,1.0,1.0,3.0,1.0,3,3.0,3.0,3,1,2,3,2015/9/12 19:07,1,3,120,1,2.0,2.0,1.0,13.0,620.0,44,1,6,35,16,1
1962,2,21,5,6,1,6,43,2,3,4,,4.0,1978.0,4,1940,2,4,3,20000.0,1,1,200.0,2,4.0,3,2,160,1,1,1.0,69,2,30000.0,20000,,,1,1941,3,1,2,7,1984.0,,0.0,1,5,1,,9,4,1,1,,,,,,,,,6,3.0,3.0,4,1,3,2,2015/7/5 8:00,2,5,110,2,,,,,830.0,20,1,6,51,10,1
1996,2,83,4,5,3,3,126,0,4,12,,1.0,-1.0,4,1969,4,1,2,20000.0,4,3,120.0,2,4.0,4,5,158,1,1,1.0,70,2,60000.0,0,,,2,1969,4,1,2,1,,,,1,4,2,,29,2,0,1,,,,,,,,,2,5.0,4.0,3,0,2,2,2015/7/22 19:09,2,4,140,6,,,,,765.0,31,1,7,46,19,1
1968,2,52,5,5,4,4,86,2,5,1,,,,2,1931,1,1,2,50000.0,3,3,200.0,2,4.0,5,5,158,2,1,1.0,71,2,10000.0,0,,,2,1933,1,1,2,3,1988.0,1988.0,0.0,1,4,1,,18,3,1,1,1969.0,3.0,1.0,10000.0,1.0,1.0,5.0,1.0,1,3.0,3.0,2,1,2,2,2015/7/18 10:47,2,4,124,4,,,,,690.0,40,1,7,45,9,2
1954,2,7,4,4,3,1,21,0,5,7,,4.0,1976.0,1,-2,-8,1,16,80000.0,2,-8,64.0,1,5.0,3,4,169,1,2,1.0,72,3,-2.0,50000,,,1,1911,1,1,15,3,1981.0,1981.0,0.0,1,4,1,,4,3,1,1,1953.0,4.0,2.0,30000.0,4.0,1.0,3.0,1.0,1,6.0,3.0,2,1,1,2,2015/9/18 13:52,1,-8,130,5,,,,,494.0,5,1,6,39,18,1
1947,2,1,3,3,4,2,6,2,4,10,,4.0,1971.0,4,1909,3,1,2,91200.0,1,3,60.0,2,5.0,4,4,160,1,5,1.0,73,2,-2.0,44400,,,2,1915,3,1,2,3,1970.0,1970.0,0.0,1,3,1,,1,3,1,1,1941.0,6.0,5.0,46800.0,1.0,5.0,,,2,5.0,5.0,2,0,2,2,2015/8/26 15:00,1,4,98,5,,,,,810.0,40,1,6,43,16,2
1968,1,2,6,8,4,3,9,1,4,4,,4.0,-2.0,4,-2,3,1,2,85000.0,4,3,266.0,2,4.0,4,4,165,2,1,1.0,74,2,60000.0,10000,,,2,-2,3,1,2,3,1988.0,1988.0,0.0,8,5,-8,,2,3,1,1,1966.0,4.0,1.0,20000.0,1.0,3.0,,,2,5.0,5.0,2,1,1,2,2015/7/23 12:31,2,3,100,3,,,,,790.0,54,1,6,40,15,1
1971,1,70,6,7,4,3,110,0,5,12,,4.0,1994.0,4,-3,4,1,2,250000.0,5,4,100.0,1,4.0,5,5,170,-3,4,1.0,75,2,200000.0,100000,,,4,-3,3,1,2,3,2002.0,2002.0,1.0,1,4,1,,24,4,1,1,1974.0,13.0,2.0,100000.0,4.0,1.0,3.0,1.0,5,3.0,5.0,3,1,2,2,2015/8/9 16:53,1,4,150,1,2.0,3.0,1.0,21.0,500.0,55,1,6,46,12,1
1968,2,12,4,4,3,3,28,0,4,4,,4.0,-2.0,1,1938,1,1,1,-3.0,3,2,105.0,1,3.0,3,4,173,1,2,1.0,76,3,200000.0,-3,,,2,1952,1,1,5,3,1993.0,1993.0,0.0,1,4,1,无产权,6,3,1,1,1970.0,4.0,1.0,-3.0,1.0,1.0,5.0,1.0,2,5.0,5.0,2,1,2,3,2015/7/29 10:06,1,4,125,5,,,,,362.0,11,1,6,46,13,0
1968,2,57,4,6,5,9,93,1,2,3,,3.0,,3,-2,1,1,6,200000.0,3,3,96.0,1,5.0,2,2,160,1,1,1.0,77,2,-2.0,200000,,,5,-2,1,1,2,3,1993.0,1993.0,0.0,1,5,1,,19,4,1,1,1970.0,3.0,2.0,150000.0,1.0,1.0,3.0,1.0,4,2.0,3.0,4,0,2,2,2015/7/19 11:26,2,5,130,1,1.0,3.0,1.0,26.0,680.0,34,1,6,41,20,1
1949,2,44,4,3,3,2,75,1,4,4,,4.0,-2.0,4,-2,1,1,2,40000.0,2,3,60.0,1,4.0,4,4,168,0,4,1.0,78,2,50000.0,40000,,,3,-2,1,1,2,3,1972.0,1972.0,0.0,1,5,2,,16,3,1,1,1953.0,1.0,1.0,0.0,1.0,5.0,,,2,6.0,6.0,2,2,1,1,2015/7/25 15:07,2,4,140,5,,,,,730.0,44,1,5,51,14,1
1977,2,35,3,-8,2,1,65,1,3,4,,4.0,1995.0,2,1949,3,1,2,20000.0,5,2,128.0,1,3.0,4,3,160,1,1,1.0,79,4,30000.0,10000,,,1,1955,3,1,2,3,2009.0,2009.0,2.0,6,5,1,,13,4,1,1,1978.0,3.0,1.0,10000.0,1.0,2.0,,,1,5.0,3.0,3,1,2,3,2015/9/22 13:33,2,4,130,2,,,,,410.0,-5,1,7,48,10,1
1969,2,67,4,5,4,4,107,0,2,3,,2.0,,4,1919,3,1,2,20000.0,1,1,85.0,1,1.0,3,3,173,1,1,1.0,80,2,10000000.0,20000,,,1,1926,1,1,2,7,1998.0,,1.0,1,4,1,,22,3,1,1,,,,,,,,,1,5.0,3.0,3,1,1,3,2015/7/5 9:41,2,3,126,3,,,,,840.0,12,1,6,51,6,1
1987,2,7,6,8,2,4,14,0,5,8,,4.0,2005.0,2,1955,6,1,2,120000.0,3,3,57.0,1,4.0,4,4,170,1,1,4.0,81,2,100000.0,120000,,,2,1958,6,1,2,3,2011.0,2011.0,1.0,1,3,1,,4,4,1,1,1990.0,4.0,1.0,0.0,1.0,6.0,,,3,2.0,7.0,2,1,1,2,2015/10/18 15:01,1,3,135,1,2.0,3.0,1.0,10.0,640.0,19,1,7,44,17,1
1947,2,17,5,5,5,5,33,0,4,3,,4.0,1960.0,2,-2,1,1,16,3000.0,1,3,120.0,2,4.0,4,4,155,1,1,1.0,82,2,8000.0,2000,,,1,-2,1,1,16,7,-2.0,,0.0,1,4,1,,6,2,1,1,,,,,,,,,1,3.0,3.0,3,1,2,2,2015/8/4 11:42,2,4,120,3,,,,,630.0,32,1,6,57,8,1
1974,2,86,1,2,1,1,129,0,3,4,,4.0,1992.0,4,1950,6,4,1,5000.0,3,1,40.0,1,3.0,2,2,166,0,2,1.0,83,3,24000.0,1400,,,1,1951,3,1,15,3,1997.0,1997.0,1.0,1,5,1,,31,2,1,1,1973.0,4.0,2.0,0.0,1.0,5.0,,,1,5.0,3.0,2,1,1,3,2015/8/17 11:27,1,4,105,5,,,,,560.0,26,1,6,47,15,1
1992,2,46,4,6,2,3,77,0,4,10,,4.0,2014.0,4,1970,4,1,9,10000.0,4,3,900.0,2,4.0,4,4,162,2,1,3.0,84,-8,100000.0,30000,,,4,1973,3,1,9,1,,,,1,3,1,,16,4,1,1,,,,,,,,,3,2.0,3.0,4,0,1,2,2015/7/28 8:41,1,3,95,5,,,,,675.0,44,1,7,32,17,1
1955,2,88,7,8,6,3,133,2,3,4,,4.0,1970.0,3,1904,1,1,2,40000.0,2,3,40.0,1,5.0,4,4,164,1,1,1.0,85,2,60000.0,20000,,1993.0,4,1910,1,1,2,3,1978.0,1978.0,0.0,1,4,4,,31,4,1,1,1955.0,3.0,1.0,20000.0,1.0,4.0,,,2,5.0,5.0,2,0,1,2,2015/8/17 15:39,2,4,110,2,,,,,630.0,47,1,6,43,19,2
1954,2,21,3,-8,5,5,43,1,2,6,,4.0,1976.0,2,-2,1,1,2,10000.0,2,1,200.0,2,1.0,1,2,150,1,1,1.0,86,2,20000.0,0,,,1,-2,1,1,2,3,1978.0,1978.0,0.0,1,5,1,,9,3,1,1,1964.0,6.0,1.0,10000.0,1.0,3.0,,,1,,,1,1,3,3,2015/7/6 19:18,2,-8,90,3,,,,,530.0,35,1,6,58,6,2
1952,2,40,5,6,7,4,71,0,4,3,,4.0,1968.0,3,1928,3,1,2,60000.0,4,1,200.0,1,4.0,3,5,168,2,4,1.0,87,3,40000.0,25000,,,1,1928,3,1,2,3,1976.0,1976.0,0.0,1,5,1,,15,4,1,1,1952.0,3.0,4.0,20000.0,1.0,5.0,,,1,6.0,1.0,4,1,2,2,2015/7/13 19:14,2,2,125,5,,,,,735.0,32,1,6,45,10,1
1960,2,57,2,2,2,2,91,1,5,4,,4.0,1976.0,3,1935,1,1,4,50000.0,3,2,38.0,1,2.0,4,5,170,1,5,2.0,88,4,40000.0,20000,,,2,1937,-8,1,15,3,1987.0,1987.0,0.0,1,4,1,,19,4,1,1,1960.0,3.0,5.0,25000.0,1.0,1.0,3.0,1.0,2,4.0,4.0,2,0,3,3,2015/7/14 17:37,1,5,115,5,,,,,720.0,18,1,0,47,13,1
1954,2,20,5,5,7,2,42,1,5,4,,4.0,1970.0,4,1930,3,4,1,60000.0,2,3,208.0,1,4.0,4,5,165,1,1,2.0,89,2,10.0,30000,,,2,1928,3,1,2,3,1978.0,1978.0,0.0,1,5,1,,9,3,1,1,1954.0,4.0,1.0,30000.0,1.0,1.0,1.0,1.0,1,2.0,2.0,2,1,2,2,2015/7/7 19:29,1,4,130,1,1.0,1.0,1.0,42.0,800.0,48,1,6,43,18,1
1970,2,3,4,7,1,1,10,2,5,3,,2.0,,4,-2,1,1,2,12000.0,3,3,150.0,2,5.0,2,3,150,2,1,2.0,90,-8,40000.0,5000,,,1,-2,1,1,2,3,1990.0,1990.0,0.0,4,4,1,,2,2,0,4,1964.0,4.0,1.0,10000.0,1.0,3.0,,,1,5.0,3.0,2,0,1,3,2015/7/26 12:40,2,4,130,4,,,,,820.0,52,1,6,52,10,1
1977,2,84,5,5,1,8,127,1,3,4,,4.0,1994.0,4,1946,1,1,2,15000.0,3,2,20.0,2,4.0,3,5,155,1,1,1.0,91,2,50000.0,0,,,2,1944,1,1,2,3,1999.0,1999.0,2.0,1,4,1,,29,1,1,1,1972.0,4.0,1.0,15000.0,1.0,1.0,3.0,1.0,1,7.0,2.0,3,1,3,3,2015/7/25 13:33,2,2,110,2,,,,,800.0,50,1,6,38,19,1
1979,1,87,3,4,1,5,132,1,3,4,,2.0,1997.0,2,1954,3,1,2,10000.0,4,3,50.0,2,2.0,1,2,164,1,1,1.0,92,2,40000.0,10000,,,1,1954,1,1,2,3,1997.0,1997.0,2.0,1,4,1,已购买，但未过户,31,1,1,1,1997.0,4.0,1.0,10000.0,1.0,3.0,,,1,7.0,7.0,3,1,1,2,2015/8/13 15:14,2,4,98,3,,,,,680.0,41,1,6,53,11,0
1965,2,14,4,5,2,3,30,0,3,3,,2.0,,4,-2,2,1,16,5000.0,2,2,100.0,1,3.0,2,3,168,1,1,1.0,93,2,20000.0,5000,,,1,1949,1,1,2,1,,,,1,4,1,,6,3,1,1,,,,,,,,,1,2.0,2.0,2,0,2,2,2015/8/6 11:05,2,3,130,2,,,,,670.0,45,1,6,47,12,1
1941,2,64,5,5,5,3,102,0,4,3,,4.0,1955.0,4,-2,-8,1,2,800.0,1,1,60.0,1,1.0,2,4,165,1,1,4.0,94,4,2000.0,900,,,3,-2,1,1,2,7,1962.0,,0.0,1,2,1,,21,4,1,1,,,,,,,,,1,6.0,7.0,2,4,2,3,2015/7/18 11:04,1,2,98,5,,,,,440.0,29,1,6,56,11,1
1970,1,18,5,6,4,3,39,0,5,6,,2.0,-2.0,4,1936,2,1,16,80000.0,3,3,67.0,1,4.0,5,5,183,2,2,1.0,95,2,80000.0,50000,,1997.0,2,1938,2,1,15,3,1997.0,1997.0,1.0,1,3,4,,7,3,1,1,1971.0,8.0,2.0,30000.0,1.0,1.0,3.0,1.0,1,,,1,1,2,2,2015/8/13 18:19,1,4,160,1,3.0,3.0,1.0,30.0,710.0,-18,1,6,48,14,1
1963,2,20,2,2,2,2,42,0,3,3,,2.0,,3,-2,4,1,1,8000.0,2,1,80.0,1,3.0,3,2,170,1,1,1.0,96,2,10000.0,8000,,,1,1934,3,1,15,1,,,,1,2,1,,9,2,1,1,,,,,,,,,1,4.0,4.0,2,0,2,3,2015/7/5 13:59,2,4,120,2,,,,,650.0,45,1,0,58,6,1
1980,2,19,5,8,1,1,41,1,1,3,,4.0,1992.0,2,1953,1,1,2,80000.0,5,3,200.0,2,3.0,1,2,152,1,1,3.0,97,3,200000.0,0,,,1,1960,1,1,2,3,2000.0,2000.0,3.0,4,3,1,,8,2,0,9,1979.0,3.0,1.0,80000.0,1.0,1.0,9.0,1.0,1,7.0,7.0,3,2,2,2,2015/8/6 9:32,1,3,117,1,4.0,2.0,1.0,10.0,280.0,21,1,7,48,10,1
1987,2,69,4,6,2,2,109,1,4,4,,4.0,2003.0,4,1969,3,1,2,65000.0,3,2,60.0,2,4.0,5,5,163,1,1,1.0,98,3,50000.0,60000,,,2,1965,3,1,2,3,2008.0,2008.0,1.0,1,4,1,,23,4,1,1,1985.0,6.0,1.0,5000.0,1.0,1.0,2.0,1.0,1,5.0,1.0,5,0,1,2,2015/9/24 8:43,1,2,120,1,4.0,2.0,1.0,8.0,750.0,45,1,6,40,17,1
1995,2,66,5,-8,5,1,105,0,5,4,,2.0,-1.0,2,1970,3,1,3,30000.0,6,3,90.0,1,4.0,4,5,172,1,1,1.0,99,2,50000.0,30000,,,1,1974,4,1,2,1,,,,1,2,1,家庭共同所有,22,3,1,1,,,,,,,,,2,6.0,5.0,2,0,1,2,2015/7/7 12:10,2,3,105,1,3.0,3.0,1.0,3.0,418.0,21,1,7,46,20,0
1962,1,7,1,5,5,5,14,1,5,6,,4.0,1980.0,2,1937,3,1,1,80000.0,4,1,58.0,1,3.0,4,5,175,1,2,1.0,100,2,120000.0,60000,,,1,1937,1,1,1,3,1985.0,1985.0,0.0,1,5,1,,4,4,1,1,1962.0,6.0,2.0,30000.0,1.0,5.0,,,1,2.0,2.0,5,0,2,3,2015/10/4 16:44,1,3,130,1,2.0,3.0,1.0,36.0,690.0,44,1,6,36,25,1
1951,2,72,3,3,3,2,112,1,4,3,,4.0,1963.0,4,-2,1,1,2,-2.0,1,3,120.0,1,4.0,3,4,164,2,1,1.0,101,-8,15000.0,1000,,,1,-2,1,1,2,3,1975.0,1975.0,0.0,1,4,1,,24,4,1,4,1955.0,1.0,1.0,1000.0,1.0,3.0,,,6,2.0,1.0,4,2,2,2,2015/8/4 9:39,2,4,110,3,,,,,580.0,52,1,6,51,10,1
1982,2,49,7,8,7,8,82,1,5,4,,4.0,2000.0,4,-2,3,1,2,30000.0,6,3,306.0,2,5.0,5,5,156,1,1,1.0,102,2,20000.0,10000,,,4,-2,3,1,2,3,2004.0,2004.0,2.0,1,5,1,,17,4,1,1,1981.0,7.0,1.0,20000.0,1.0,2.0,,,1,1.0,1.0,4,1,2,2,2015/7/28 19:45,2,4,110,2,,,,,900.0,27,1,7,42,21,1
1949,1,32,5,5,5,-8,56,1,5,3,,4.0,-2.0,3,-2,2,1,1,150000.0,3,3,55.0,2,5.0,4,5,160,2,5,1.0,103,2,-2.0,36000,,,1,-2,2,1,1,7,1967.0,,0.0,1,3,1,,12,5,1,3,,,,,,,,,6,5.0,1.0,4,1,1,2,2015/7/31 16:39,1,4,134,5,,,,,459.0,-34,2,6,42,12,1
1952,2,54,5,5,4,4,88,1,3,3,,4.0,-2.0,4,-2,2,1,2,20000.0,2,3,200.0,2,4.0,2,2,159,1,2,2.0,104,3,20000.0,0,,,2,-2,2,1,2,3,1972.0,1972.0,0.0,1,4,1,,18,2,1,1,1950.0,4.0,2.0,20000.0,1.0,1.0,5.0,1.0,1,2.0,1.0,4,1,2,2,2015/7/13 16:58,1,4,120,6,,,,,720.0,44,1,6,49,9,1
1975,2,65,5,-8,5,3,103,1,5,4,,4.0,-2.0,3,1935,1,1,1,6000.0,3,2,75.0,2,4.0,3,5,149,1,5,1.0,105,3,30000.0,3600,,,1,1943,1,1,15,3,2002.0,2002.0,1.0,1,5,1,,22,5,1,3,1976.0,4.0,4.0,3000.0,3.0,1.0,5.0,2.0,1,1.0,1.0,5,0,1,2,2015/7/3 20:30,1,4,110,5,,,,,410.0,-8,1,6,45,11,1
1978,2,32,5,10,3,3,60,0,4,4,,4.0,-2.0,4,-2,1,1,2,30000.0,3,3,64.0,2,4.0,3,4,156,2,4,1.0,106,2,36000.0,15000,,,2,-2,1,1,2,3,1999.0,1999.0,1.0,1,3,1,,12,4,1,1,1971.0,4.0,5.0,15000.0,1.0,3.0,,,3,2.0,1.0,4,1,1,2,2015/7/30 11:09,1,3,108,3,,,,,530.0,28,1,7,40,13,1
1995,2,76,4,6,5,1,116,0,3,12,,4.0,-1.0,3,-2,7,1,1,50000.0,1,3,60.0,1,3.0,4,4,168,1,2,3.0,107,-8,-2.0,0,,,2,1970,7,1,1,1,,,,1,3,1,,26,3,1,1,,,,,,,,,6,3.0,3.0,3,0,1,2,2015/10/2 14:11,1,3,104,1,-8.0,-8.0,-8.0,-1.0,720.0,35,1,6,25,30,1
1988,2,36,2,2,2,3,67,0,3,12,,4.0,2010.0,4,-2,-8,1,1,90000.0,3,2,70.0,1,3.0,4,3,170,1,2,3.0,108,3,60000.0,30000,,,3,-2,3,1,-8,3,2012.0,2012.0,1.0,6,3,1,,13,3,1,1,1989.0,6.0,1.0,0.0,1.0,5.0,,,2,3.0,3.0,5,1,2,3,2015/9/5 18:49,1,4,130,1,3.0,3.0,1.0,5.0,715.0,45,1,6,40,17,1
1963,2,87,1,2,1,1,132,1,3,13,,4.0,1981.0,4,-2,6,1,2,50000.0,2,2,63.0,2,4.0,4,5,165,2,2,1.0,109,2,40000.0,18000,,,1,-2,1,1,2,3,1986.0,1986.0,0.0,1,4,1,,31,3,0,6,1963.0,4.0,2.0,40000.0,1.0,1.0,3.0,1.0,1,7.0,7.0,2,1,2,2,2015/8/24 16:00,1,4,150,1,3.0,5.0,-8.0,5.0,580.0,50,1,5,48,12,1
1966,2,64,4,6,3,3,101,0,4,3,,4.0,1980.0,4,1942,4,1,2,20000.0,3,2,100.0,2,4.0,3,3,165,1,1,1.0,110,2,-2.0,10000,,,1,1947,1,1,2,3,1986.0,1986.0,0.0,1,5,1,,21,3,1,1,1964.0,4.0,1.0,10000.0,1.0,3.0,,,1,3.0,1.0,4,2,2,3,2015/7/20 9:43,2,4,100,3,,,,,690.0,18,1,6,51,10,2
1962,2,17,5,7,4,3,33,0,5,6,,2.0,1980.0,4,-2,3,1,2,60000.0,1,3,108.0,1,4.0,3,4,167,1,2,1.0,111,2,50000.0,40000,,,2,-2,3,1,2,3,1989.0,1989.0,0.0,1,4,1,,6,2,0,-8,1968.0,4.0,2.0,20000.0,1.0,5.0,,,1,5.0,4.0,3,1,1,2,2015/8/5 17:27,1,3,160,1,1.0,1.0,1.0,20.0,630.0,50,1,6,43,15,1
1936,2,46,3,4,3,2,78,1,5,1,,,,4,-2,1,1,5,1000.0,1,1,230.0,2,4.0,5,4,150,1,1,1.0,112,-8,-2.0,0,,,2,-2,1,1,2,3,1956.0,1956.0,0.0,1,5,1,,16,4,1,3,1934.0,1.0,1.0,0.0,1.0,4.0,,,1,1.0,1.0,4,3,2,3,2015/7/29 10:56,2,4,100,4,,,,,710.0,21,1,6,53,8,1
1975,2,75,1,1,1,1,115,0,3,4,,4.0,-2.0,3,-2,4,1,1,15000.0,2,2,50.0,1,3.0,5,5,160,1,2,1.0,113,-8,24000.0,15000,,,1,1945,4,1,1,1,,,,1,3,1,,26,5,1,1,,,,,,,,,1,5.0,7.0,2,0,2,3,2015/8/4 10:13,1,3,100,1,3.0,3.0,1.0,20.0,-18.0,13,1,6,46,12,1
1978,2,66,4,5,3,2,106,0,5,9,,4.0,2001.0,4,1942,4,1,2,10000.0,5,3,450.0,1,4.0,4,5,169,1,2,1.0,114,2,100000.0,80000,,,4,1942,3,1,2,3,2001.0,2001.0,2.0,1,4,1,,22,3,1,1,1981.0,7.0,1.0,20000.0,1.0,5.0,,,3,2.0,2.0,3,2,1,2,2015/7/11 9:16,2,3,144,1,3.0,3.0,1.0,13.0,790.0,41,1,6,35,16,1
1965,2,64,2,3,1,1,101,1,5,4,,4.0,1980.0,3,-2,1,1,2,15000.0,2,2,59.0,2,4.0,5,5,158,1,2,1.0,115,3,24000.0,8000,,,1,-2,1,1,3,3,1990.0,1990.0,0.0,1,5,1,,21,4,1,1,1967.0,4.0,2.0,7000.0,1.0,5.0,,,1,4.0,1.0,4,0,1,3,2015/7/14 20:45,1,3,108,5,,,,,458.0,38,1,6,50,10,1
1963,2,72,4,5,3,2,112,1,4,1,,,,2,-2,1,1,2,-2.0,2,3,120.0,2,3.0,3,4,150,1,1,1.0,116,2,30000.0,6000,,,1,-2,1,1,2,3,1984.0,1984.0,0.0,1,4,1,,24,4,1,3,1955.0,3.0,1.0,6000.0,1.0,3.0,,,2,5.0,2.0,4,1,2,2,2015/8/3 19:34,2,3,85,3,,,,,670.0,24,1,7,54,8,1
1965,2,81,5,5,4,4,121,1,2,4,,4.0,-2.0,4,-2,3,4,2,25000.0,2,2,15.0,2,4.0,2,2,161,0,4,1.0,117,4,40000.0,10000,,,1,-2,1,1,2,3,1992.0,1992.0,1.0,1,5,1,,28,2,1,1,1962.0,4.0,5.0,15000.0,1.0,1.0,5.0,2.0,2,3.0,3.0,2,1,2,3,2015/7/31 12:11,1,3,124,1,4.0,8.0,1.0,-2.0,585.0,13,1,6,49,11,1
1980,2,40,2,5,1,1,71,0,3,4,,4.0,1995.0,2,1945,1,1,2,100000.0,3,2,85.0,1,4.0,5,5,172,1,1,3.0,118,4,200000.0,-1,,,2,1948,1,1,2,3,2010.0,2010.0,1.0,1,2,1,,15,3,1,1,1980.0,3.0,1.0,-1.0,1.0,1.0,7.0,1.0,1,2.0,6.0,2,1,1,2,2015/7/12 20:37,1,2,152,1,4.0,2.0,1.0,10.0,640.0,33,1,7,37,20,2
1948,2,1,3,3,3,3,2,1,5,6,,4.0,1969.0,3,1916,4,1,1,33600.0,1,2,28.0,2,3.0,4,5,150,1,2,1.0,119,3,80000.0,33600,,,2,1919,1,1,15,7,1978.0,,0.0,1,4,1,,1,5,1,1,,,,,,,,,1,7.0,7.0,2,0,2,3,2015/9/4 14:12,1,3,95,5,,,,,450.0,-2,1,6,54,14,1
1973,2,83,4,4,2,3,126,0,3,3,,2.0,,2,1942,1,1,2,3000.0,3,2,200.0,1,3.0,3,4,173,1,1,1.0,120,2,60000.0,3000,,,1,-2,1,1,2,3,1990.0,1990.0,1.0,1,4,1,,29,1,1,2,1975.0,3.0,1.0,0.0,1.0,6.0,,,1,6.0,6.0,2,1,2,2,2015/7/24 11:11,2,4,140,3,,,,,670.0,33,1,7,58,8,2
1954,2,20,4,5,3,1,42,1,4,4,,4.0,1973.0,4,1914,3,1,2,30000.0,1,3,70.0,1,4.0,5,4,162,1,1,1.0,121,2,100000.0,25000,,,1,1925,3,1,2,7,1983.0,,0.0,1,5,1,,9,3,1,1,,,,,,,,,1,3.0,1.0,4,1,2,2,2015/7/9 12:08,2,4,130,2,,,,,675.0,48,1,6,53,10,1
1971,1,43,5,5,5,5,74,0,4,12,,4.0,2006.0,4,1933,4,1,1,100000.0,2,3,140.0,1,4.0,4,4,173,2,5,2.0,122,3,150000.0,50000,,2000.0,3,1937,4,1,1,3,1997.0,1997.0,1.0,1,2,4,,15,3,1,1,1972.0,12.0,5.0,50000.0,1.0,1.0,3.0,1.0,2,2.0,7.0,3,1,3,2,2015/7/12 18:22,1,4,180,1,3.0,3.0,1.0,25.0,580.0,-17,1,4,42,17,1
1987,2,1,3,-8,-8,5,3,0,5,6,,4.0,2011.0,4,1958,8,4,1,74400.0,2,2,35.7,2,4.0,4,4,160,1,2,1.0,123,2,80000.0,30000,,,2,1932,1,1,1,1,,,,1,3,1,,1,3,1,1,,,,,,,,,1,3.0,7.0,3,0,-8,3,2015/9/10 14:21,1,3,170,1,3.0,3.0,1.0,4.0,630.0,39,1,6,35,19,1
